row_index,conversation_id,split
37344,2939754,validation
37371,2939802,train
37372,2939806,train
37374,2939811,train
37387,2941541,train
37398,2943800,validation
37495,2948783,validation
37513,2948976,train
37563,2950232,train
37564,2950232,train
37576,2951536,train
37593,2953038,train
37612,2954717,train
37613,2954717,train
37747,2967140,validation
37762,2972976,train
37780,2976810,train
37781,2976810,train
37782,2976813,train
37816,2979814,train
37831,2982098,train
