"conversation_id","conversation_length","customer_message_count","tesco_support_message_count","first_customer_tweet_id","first_customer_message","all_customer_messages","all_tesco_support_messages","candidate_review_status","evaluation_incoming_tweet_id","evaluation_incoming_message","human_intent","annotator_confidence","is_multi_intent","secondary_issue_present","annotation_notes","annotation_status","parent_tweet_missing","reconstruction_note","candidate_intent_screening","candidate_score_screening","candidate_basis_screening","exact_duplicate_risk","near_duplicate_risk","review_pool_reason"
"607583","3","1","2","607583","@Tesco Bordon super kind super helpful Staff 👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️ing them","@Tesco Bordon super kind super helpful Staff 👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️ing them","@264398 Hi Ray, thank you for getting in touch with us and sharing this. I would love to pass this on to my colleagues, are you able to elaborate a little on the service provided, and my colleagues names/descriptions? 1/2 || @264398 I'll then ensure they're recognised by the management team! :) Thanks - Isaac 2/2","not_annotated","607583","@Tesco Bordon super kind super helpful Staff 👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️ing them","feedback_suggestion","high","no","no","The customer is giving positive feedback about the Bordon Tesco staff, describing them as kind and helpful. Tesco responds by offering to pass the recognition to management.","annotated","","","","","","","",""
"613366","4","2","2","613366","It's raining and blowing a gale, yet this is where my @Tesco delivery by @147613 was left. It was also delivered outside the allotted delivery slot and no signature was obtained either. Awful, awful service. https://t.co/xVH9CX2FnJ","It's raining and blowing a gale, yet this is where my @Tesco delivery by @147613 was left. It was also delivered outside the allotted delivery slot and no signature was obtained either. Awful, awful service. https://t.co/xVH9CX2FnJ || @Tesco @147613 I have sent a DM.","@265860 @147613 I'm sorry to see this Gareth. Can you please DM us your full name, address and email so we can investigate? Thanks - Luciano || @265860 Got your DM, thank you very much. I'll respond to this shortly. Cheers - Billy","not_annotated","613366","It's raining and blowing a gale, yet this is where my @Tesco delivery by @147613 was left. It was also delivered outside the allotted delivery slot and no signature was obtained either. Awful, awful service. https://t.co/xVH9CX2FnJ","delivery_order","high","yes","yes","The primary complaint is that the Tesco delivery was left outside in bad weather and arrived outside the allotted delivery slot. The customer also complains that no signature was obtained and describes the overall service as poor.","annotated","","","","","","","",""
"620565","18","10","8","620565","nothing like cooking a beef stew from scratch :P","nothing like cooking a beef stew from scratch :P || @Tesco My nan taught me how to make it ... It's my first time making it at uni though haha :) || @Tesco My flatmates will probably steal some haha :) || @Tesco It smells nice so that's a good sign || @Tesco I forgot all about desert haha 😂 ill have to remember that for next time :) || @Tesco Ooo thank you :) || @Tesco It's nearly done :) https://t.co/fPhYJJxGCt || @Tesco I hope it tastes nice :) || @Tesco It's good I don't think I've given myself food poisoning yet 😂 || @Tesco Definitely 😂","@267284 Doesn't get much cosier than that right Lou! ☺️ Are you following a recipe at all or just going for a ""one-pot wonder"" method? 🥘 || @267284 Ah, so a family recipe then...how lovely! We're sure it'll taste amazing 😁 Are you cooking for others too? || @267284 That is a good sign! You'll have to let us know how it turns out 😇 Any thoughts about a dessert? 🙊 || @267284 It's never too late with a quick and easy recipe like this ⚡ #EveryLittleHelps

https://t.co/6e6gYibKo5 || @267284 Anytime! 😎 || @267284 WITH DUMPLINGS TOO 😲🙌 If it tastes as good as it looks...then it's going to be heavenly! || @267284 We're confident!!! || @267284 😄😄 YAY! We'd call that a success 👍","not_annotated","620565","nothing like cooking a beef stew from scratch :P","non_support_social","high","no","no","The entire exchange is casual conversation about cooking a beef stew, with Tesco engaging socially and sharing a recipe. There is no concrete Tesco support issue, complaint, product problem, or request requiring customer support.","annotated","","","","","","","",""
"637916","4","1","3","637916","@Tesco missing a falafel tonight and unfortunately 9 doesn’t divide by 2 :( https://t.co/NkhAcxM2sw","@Tesco missing a falafel tonight and unfortunately 9 doesn’t divide by 2 :( https://t.co/NkhAcxM2sw","@271254 I'm sorry to hear the Spinach &amp; Chkpeafalafel you purchased was one short and I can understand how frustrating this must have been for you. I would like to fully document your feedback and issue a refund for you.1/3 || @271254 To do this can you DM me with some details please? Your full name, your full address or email, date code, supplier code( SC1234), and finally the store.2/3 || @271254 Would like your refund sent to you by post or email?
Lastly are you happy for me to pass on your details to our supplier, they may wish to contact you? Ty, Andy 3/3 https://t.co/py5Z991Bme","not_annotated","637916","@Tesco missing a falafel tonight and unfortunately 9 doesn’t divide by 2 :( https://t.co/NkhAcxM2sw","product_quality","high","no","no","The customer reports that the package of Spinach & Chickpea falafel was one item short. Tesco explicitly acknowledges it as a product issue and offers a refund.","annotated","","","","","","","",""
"654792","3","1","2","654792","@Tesco  THIS IS OUTRAGEOUS. I want my money back I've paid for packaging https://t.co/cQS2JwQydY","@Tesco  THIS IS OUTRAGEOUS. I want my money back I've paid for packaging https://t.co/cQS2JwQydY","@275763 Hi Alka, I'm really sorry to see this, I can understand your concerns. I would like to refund you for the item and feed this back to our supplier. 1/2 || @275763 So I can do this can you please DM me your full name, address, email, store purchased, barcode and SC? Can I pass this over to the supplier? Would you rather a refund via post or email? Thanks - Mark 2/2 https://t.co/py5Z991Bme","not_annotated","654792","@Tesco  THIS IS OUTRAGEOUS. I want my money back I've paid for packaging https://t.co/cQS2JwQydY","product_quality","high","no","no","The customer says they effectively paid for packaging rather than the expected product. Tesco treats this as an item issue, offers a refund, and plans to feed it back to the supplier.","annotated","","","","","","","",""
"658208","4","3","1","658208","@Tesco hello","@Tesco hello || @Tesco It's not running late your agent lied all evening and told me at 22.59 my shopping will not be delivered after promises it was on the way and a ten pound voucher is an insult #lastshop@tesco@TheSun || @Tesco Neverr trust tesco","@276704 Hi Maryam, I'm sorry that your shopping appears to be running late. I'll be happy to chase this up for you. Please DM your full name, address, postcode and email address so that I can access your account and take a look. Thanks - Craig","not_annotated","658207","@Tesco It's not running late your agent lied all evening and told me at 22.59 my shopping will not be delivered after promises it was on the way and a ten pound voucher is an insult #lastshop@tesco@TheSun","delivery_order","high","no","no","The customer clarifies that the Tesco shopping was not delivered as promised and says the agent repeatedly gave incorrect delivery assurances. The £10 voucher is a reaction to the failed delivery, not a separate primary issue.","annotated","","","","","","","",""
"675413","3","1","2","675413","@Tesco thanks for the present inside my orange juice carton 😍 https://t.co/tv88ir75ij","@Tesco thanks for the present inside my orange juice carton 😍 https://t.co/tv88ir75ij","@281083 Oh gosh, I'm so sorry Carly! We can refund you &amp; report it to the supplier here if you like? If so, can you DM your full name, full address, email, store &amp; date of purchase please? Would it be okay to pass these details to the supplier? 1/2 || @281083 From the packaging, can you confirm the barcode number, expiry date, SC code (listed after the Tesco address on the back) &amp; any batch details listed nearby please? Would you prefer physical or digital Moneycard please? - Christie 2/2","not_annotated","675413","@Tesco thanks for the present inside my orange juice carton 😍 https://t.co/tv88ir75ij","product_safety_sensitive","high","no","no","The customer reports finding an unexpected object inside a Tesco orange juice carton. Tesco responds by offering a refund and supplier investigation.","annotated","","","","","","","",""
"684033","11","6","5","684033","Last night I pulled a mystery soup out of the freezer.....well so I thought.....got Saag Aloo for my lunch 😂😂😂😂😂","Last night I pulled a mystery soup out of the freezer.....well so I thought.....got Saag Aloo for my lunch 😂😂😂😂😂 || @Tesco Glad to cheer you up on this winter's day, all homemade. Every meal in the house is apart from the odd cheeky takeaway 😆 || @Tesco Well I've got a shoulder of lamb with veg in the slow cooker for tea tonight serve with frozen yorkies 😊(I hope it's lamb) my kids love Kedgeree too. || @Tesco There's 5 of us and I work full time, tea prepping is my life (when I'm not working) || @Tesco Send them my way......especially with Xmas coming up. || @Tesco Why thank you I'll be sure to send you pics. Xx","@283258 😃😃😃 Oh this has made us laugh, was the Saag Aloo homemade or left over treats? || @283258 Good to hear, what's your specialty? 😊 || @283258 Sounds delightful, tempted to ask do you have room for one more? 😅 || @283258 Sounds like it worth it, though for the tasty food your making. Bet everyone is smiling after tea. 😊 We have a few recipes here for the slow cooker - with some desserts too. || @283258 Here there are, let us know how you get on - we love a photo 😊😊😊

https://t.co/gYtneeCLIl","not_annotated","684033","Last night I pulled a mystery soup out of the freezer.....well so I thought.....got Saag Aloo for my lunch 😂😂😂😂😂","non_support_social","high","no","no","This is a casual conversation about homemade cooking and recipes. There is no concrete Tesco support issue, complaint, product problem, or customer-service request.","annotated","","","","","","","",""
"685914","2","1","1","685914","#Christmas #sandwich tasting. And the winner is *drum roll*
.
.
.
.

@Tesco Finest Turkey Feast https://t.co/6uvaqkKigP","#Christmas #sandwich tasting. And the winner is *drum roll*
.
.
.
.

@Tesco Finest Turkey Feast https://t.co/6uvaqkKigP","@283737 Thank you, we are made up 😊😊😊","not_annotated","685914","#Christmas #sandwich tasting. And the winner is *drum roll*
.
.
.
.

@Tesco Finest Turkey Feast https://t.co/6uvaqkKigP","feedback_suggestion","high","no","no","The customer is sharing a positive opinion about Tesco's Finest Turkey Feast Christmas sandwich and effectively recommending it as the winner of their tasting.","annotated","","","","","","","",""
"688180","13","8","5","688180","Our office has a new friend; a preying mantis called Fred, courtesy of a bag of @Tesco mixed salad leaves. He’s being cared for by Admin, although Tesco want him posting back for my colleague to get his 75p refund. https://t.co/bp87CrfIrG","Our office has a new friend; a preying mantis called Fred, courtesy of a bag of @Tesco mixed salad leaves. He’s being cared for by Admin, although Tesco want him posting back for my colleague to get his 75p refund. https://t.co/bp87CrfIrG || @Tesco I think he emailed, and was asked to post (!) fred along with packaging and receipt back to Tesco in order to receive his refund || @Tesco Hi Martin, I’ve passed this on to my friend. As for Fred, he’s an exotic animal, so as per advice from wildlife groups when a different non-indigenous ingredient was sold at Tesco last week (https://t.co/USuRWhbLPD) we can’t release him. (1/2) || @Tesco So instead, we contacted the rspca, and locals vets, and were put in touch with an exotic animal specialist vet who agreed to take him, and another colleague had driven him 20 miles to his new home. I can pass on their details if you’d like to cover their petrol costs? -Amber || @Tesco @284398 You're a company worth in the excess of £14b and can't cover travel costs. How do your products get checked? The mere suggestion of releasing a praying mantis into the wild is outragerous. I'd be right on this and offering costs or a voucher at tesco. || @284398 @Tesco No way? || @284399 @Tesco Yup. || @284398 @Tesco Gahhhhh :-(","@284398 Hi Amber, aww how cute is Fred? Can you let us know what happened when your colleague contacted Tesco and how they contacted us? Many thanks - Amanda || @284398 Hi Amber, I'm not sure post would be the best way for Fred to travel to be honest! I think he is probably calling out for the wild. Is it possible for your colleague to DM directly us with some details? 1/3 || @284398 We would need his name, address, email, the barcode and supplier code of the item purchased, the store he purchased it and the price paid. We can then issue him with a refund.  2/3 || @284398 And Fred can be released in to the wild to go on his next great adventure! Or you can keep him as your new office pal! Kind regards - Martin 3/3 || @284398 Thanks for coming back to me Amber. I'm afraid we would not be able to cover the cost of the traveling costs for your colleague to take Fred to his new home. If your friend can contact us directly, we will be happy to discuss this further.","not_annotated","688180","Our office has a new friend; a preying mantis called Fred, courtesy of a bag of @Tesco mixed salad leaves. He’s being cared for by Admin, although Tesco want him posting back for my colleague to get his 75p refund. https://t.co/bp87CrfIrG","feedback_suggestion","high","no","no","The customer reports finding a live praying mantis inside a Tesco mixed-salad bag. The situation raises a food contamination/safety concern, while the later discussion about Tesco’s handling, releasing the insect, and covering travel costs is secondary feedback.","annotated","","","","","","","",""
"694055","8","4","4","694055","@Tesco hi, is there any way you can check stock at a store? I don’t want to call and 03 number to be told the item I want isn’t available. Thank you","@Tesco hi, is there any way you can check stock at a store? I don’t want to call and 03 number to be told the item I want isn’t available. Thank you || @Tesco DM sent, thank you || @Tesco could you confirm the price please? Thank you || @Tesco thank you, is there any way I can reserve one to collect this evening?","@285498 Hi there, if you can DM me which item you are looking for and also your postcode, I will be able to check store stock for you. Thanks - Gemma. || @285498 Hey there, I have checked your local store and there is plenty of Call Of Duty World War 2 for Xbox and PS4. - David || @285498 Hello there, they are £36.00 each. - Nick || @285498 Hi there, Your best bet is to order this through our Direct Site for Click &amp; Collect from your local store. Hope this helps! - Struan","not_annotated","694055","@Tesco hi, is there any way you can check stock at a store? I don’t want to call and 03 number to be told the item I want isn’t available. Thank you","product_availability","high","no","no","The customer initially asks Tesco to check whether a specific product is in stock at a local store, then asks for its price and whether it can be reserved for collection. The primary need is confirming product stock/availability; price is secondary.","annotated","","","","","","","",""
"704881","2","1","1","704881","Have you ever heard anything so ridiculous?! @Tesco refused to sell me COD because they don't know which price to sell it for, the black Friday price or normal price even though I offered to pay the full normal price anyway?!","Have you ever heard anything so ridiculous?! @Tesco refused to sell me COD because they don't know which price to sell it for, the black Friday price or normal price even though I offered to pay the full normal price anyway?!","@288476 Hi Tiegan, I'm really sorry for the confusion this has caused in store and the inconvenience. Can you DM us exactly what happened, the time, which store and  a description of colleagues please? TY - Paige https://t.co/py5Z991Bme","not_annotated","704881","Have you ever heard anything so ridiculous?! @Tesco refused to sell me COD because they don't know which price to sell it for, the black Friday price or normal price even though I offered to pay the full normal price anyway?!","pricing_payment","high","yes","yes","The customer was refused a sale because Tesco staff were unsure whether to apply the Black Friday or normal price, despite the customer offering to pay the normal price. The refusal/handling in store is a secondary service issue.","annotated","","","","","","","",""
"720466","12","5","7","720456","@Tesco Hi Danny, it was my mother in law who had the problem I'm tweeting for her. She did that on Sunday and spent an hour there they phoned Micro","@Tesco Hi Danny, it was my mother in law who had the problem I'm tweeting for her. She did that on Sunday and spent an hour there they phoned Micro || @Tesco Soft to confirm it wasn't activated and the store didn't sort it for her. They suggested she came in today with her laptop? || @Tesco I don't see the point of going in again with the laptop. Microsoft said it wasn't activated. She had a receipt saying she had paid. || @Tesco I bought a Microsoft office from Stockport Tesco extra. Microsoft say it is not activated. Store won't help. What can I do? || @Tesco @Tesco could someone get in touch about this?","@292432 Hi Matt, please return to the store with office and your receipt. My colleagues will be able to have this activated for you. - Danny || @292432 Hi Matt, I am very sorry for the disappointment caused. Did they advise that they would be able to resolve this with the laptop? - Allyn || @292432 Hi Matt, I'm sorry this issue hasn't been resolved and you feel the store won't help. 1/5 || @292432 I have spoke to the store and they have said that they need to check your laptop to make sure it isn't installed on it. 2/5 || @292432 I believe the store offered you a gesture of goodwill for your travel expenses but you weren't happy with the offer. 3/5 || @292432 The store want to get this issue resolved but require you to bring the laptop in so they can check it. 4/5 || @292432 If you have any other issues or queries please don't hesitate to ask, I will gladly help you in any way I can. Kind Regards - Rian 5/5","not_annotated","720466","@Tesco I bought a Microsoft office from Stockport Tesco extra. Microsoft say it is not activated. Store won't help. What can I do?","product_information_policy","high","no","no","The customer bought Microsoft Office from Tesco, but Microsoft says it is not activated. The main issue is activation/functionality of the purchased software product; the customer also complains that the Stockport store would not resolve the issue.","annotated","","","","","","","",""
"730133","7","5","2","730133","@Tesco hello, have you stopped doing your Ranch Salad in a bag? There's been none in for a week and I buy four bags a week at least 🙁","@Tesco hello, have you stopped doing your Ranch Salad in a bag? There's been none in for a week and I buy four bags a week at least 🙁 || @Tesco I'm mortified Lara, but thank you for coming back to me. I liked the base, nice and crisp and cabbagey/carroty. The others are too leafy. || @Tesco @294887 I don’t think Mike is that bothered, Sharon. There doesn’t seem any sincerity in his tone. || @294887 @Tesco Leaf it out mike || @294888 @Tesco I am not ready to talk about it James.","@294887 I'm very sorry for any disappointment caused. Kind regards - Lara. 3/3 || @294887 I am sorry for the disappointment, if there is anything else that we can help with please let us know. Thanks - Mike","not_annotated","730133","@Tesco hello, have you stopped doing your Ranch Salad in a bag? There's been none in for a week and I buy four bags a week at least 🙁","product_availability","high","no","no","The customer asks whether Tesco has stopped selling Ranch Salad in a Bag because it has been unavailable for a week. The later comments about the replacement salads and Tesco's tone are reactions, not separate primary support issues.","annotated","","","","","","","",""
"761822","5","3","2","761822","@Tesco @146822 Sunbites purchased full price on Sunday 8th Oct, just noticed the Best Before was the 7th Oct 🤔 https://t.co/6wsIRlosMY","@Tesco @146822 Sunbites purchased full price on Sunday 8th Oct, just noticed the Best Before was the 7th Oct 🤔 https://t.co/6wsIRlosMY || @Tesco Thank you, this was from the Chichester supermarket. || @Tesco Thanks, I'll send a DM","@302016 Which store was this from please? I'll certainly report this to ensure everything is checked right away. Kind regards - Ross 2/2 || @302016 Can you also please send me a pic of the barcode, how much you paid and when you bought them and I'll make sure you're refunded? TY Jess 3/3","not_annotated","761822","@Tesco @146822 Sunbites purchased full price on Sunday 8th Oct, just noticed the Best Before was the 7th Oct 🤔 https://t.co/6wsIRlosMY","product_quality","high","no","no","The customer bought Sunbites at full price and then discovered the product was already past its Best Before date. Tesco treats this as a product issue and arranges a refund.","annotated","","","","","","","",""
"764546","2","1","1","764546","@Tesco delivery from 7-8 hasn’t turned up, just looked and our contact details are out of date. Is it still coming? Order 393161325","@Tesco delivery from 7-8 hasn’t turned up, just looked and our contact details are out of date. Is it still coming? Order 393161325","@302722 Hi Andy, I'm sorry to hear your order is late. Can you DM your full name and address please? Thanks - James","not_annotated","764546","@Tesco delivery from 7-8 hasn’t turned up, just looked and our contact details are out of date. Is it still coming? Order 393161325","delivery_order","high","yes","yes","The primary problem is that the scheduled 7–8 delivery has not arrived. The customer also notes that their contact details are outdated, which could affect communication, but it is not a separate frozen target intent.","annotated","","","","","","","",""
"765196","5","1","4","765196","@Tesco just sat down to eat our tea and found this. To say we feel physically sick is an understatement! 🤢 https://t.co/VdKFjAiwn6","@Tesco just sat down to eat our tea and found this. To say we feel physically sick is an understatement! 🤢 https://t.co/VdKFjAiwn6","@302895 Oh dear! I'm terribly sorry about that Jodie, that's not good at all. :( 1/2 || @302895 Please take the product and the foreign body to any Extra/Metro/Superstore so we can send this off to our supplier for investigation. 2/4 || @302895 My colleagues will help you in filling in relevant forms and reimburse you. Can you also DM your full name, address so I can log this? 3/4 || @302895 Please also DM the bar code and SC code on the packaging as well as the name of store and date purchased. Thanks - Jazzie 4/4","not_annotated","765196","@Tesco just sat down to eat our tea and found this. To say we feel physically sick is an understatement! 🤢 https://t.co/VdKFjAiwn6","product_safety_sensitive","high","no","no","The customer says they found a foreign body in their food and felt physically sick. Tesco explicitly asks them to provide the product and foreign body for supplier investigation.","annotated","","","","","","","",""
"781008","13","7","6","781007","@Tesco I was turning right on to DA17 6HE from DA17 6EN when I paused to let an oncoming car pass from my left I had seen your driver but knew 1/2","@Tesco I was turning right on to DA17 6HE from DA17 6EN when I paused to let an oncoming car pass from my left I had seen your driver but knew 1/2 || @Tesco I had time to complete the manoeuvre safely but he had sped up and began flashing his lights bibbing and swearing at me this was 4:50pm 2/3 || @Tesco Unfortunately my windows were up and radio on so I couldn’t hear exactly what was said however his manor and behaviour was inappropriate 3/3 || @Tesco Home delivery van || @Tesco That’s Andy. How will I know of the outcome? || @Tesco I understand that Nye however I’d rather appreciate an apology for the drivers behaviour and intimidation || @Tesco am seriously unimpressed with the behaviour of one of your delivery drivers today 😡 very aggressive as I drove past very intimidating","@306466 Hi Gemma, was the vehicle a Grocery Home shopping van or an articulate lorry? TY Andrew || @306466 Thank you Gemma, I've identified the drivers depot and I've given the management team the details of your complaint to investigate. Ty Andy || @306466 Hi Gemma, I'm afraid we won't contact you with the outcome as this will be confidential between my colleague and their Line Manager. - Nye || @306466 Hi Gemma, please accept our apology on their behalf and rest assured this will be addressed with them appropriately. Kind regards - James || @306466 I'm sorry to hear this Gemma. Was this a van or a large articulated lorry? If one of the lorries please email __email__. 1/2 || @306466 If one of our vans can you elaborate on what happened? Can you also advise the time and postcode location of the incident? Thanks -James 2/2","not_annotated","781008","@Tesco am seriously unimpressed with the behaviour of one of your delivery drivers today 😡 very aggressive as I drove past very intimidating","store_staff_service","high","no","no","The customer reports aggressive, intimidating and inappropriate behaviour by a Tesco home-delivery driver while driving. Tesco identifies the driver/depot and forwards the complaint to management for investigation.","annotated","","","","","","","",""
"782878","2","1","1","782878","Well done @Tesco *shakes head* https://t.co/FnJJTIzAzN","Well done @Tesco *shakes head* https://t.co/FnJJTIzAzN","@244366 Hi Alison, I'd like to investigate this further however I would need the person who originally made the complaint to contact us.- Peter","not_annotated","782878","Well done @Tesco *shakes head* https://t.co/FnJJTIzAzN","other_unclear","high","no","no","The customer only says “Well done @Tesco” with a link/image, and the available conversation does not reveal what the underlying complaint or issue was. Tesco asks the original complainant to contact them but gives no substantive clue about the problem.","annotated","","","","","","","",""
"789407","4","2","2","789405","@Tesco Hi, can be done on a self-checkout?","@Tesco Hi, can be done on a self-checkout? || @Tesco hi, have just signed up for Xmas https://t.co/xKfh4C6DZP can i top up my account?can’t see any option on my clubcard account. Thanks","@308255 Hi Alberto, thank you for your reply. I'm afraid this can only be done at the Customer Service desk in store. Thanks - Gemma || @308255 Hi Alberto, I'm sorry you're unable to top up your Xmas Saver on-line. Please ask a colleague at store for assistance to top up. TY - Jo","not_annotated","789407","@Tesco hi, have just signed up for Xmas https://t.co/xKfh4C6DZP can i top up my account?can’t see any option on my clubcard account. Thanks","pricing_payment","high","no","no","The customer is asking how to top up their Tesco Christmas Saver account and whether it can be done through self-checkout. The issue concerns adding money to an account/payment balance.","annotated","","","","","","","",""
"794767","8","4","4","794767","@Tesco well you have fucked up my holiday. Ordered money bureau is suppose to be open until 8pm got a message at 3pm saying they are closing","@Tesco well you have fucked up my holiday. Ordered money bureau is suppose to be open until 8pm got a message at 3pm saying they are closing || @Tesco So they will deliver the money to my house tonight? || @Tesco I purchased money through TESCO my contract is with you.  You need to sort it. try a bit of customer service || @Tesco tried them they have done fuck all. Just refunding my money in 10 days!","@309493 Please contact Travelex on: 0845 8727 627 or: __email__ my colleagues will happily assist you - Mat || @309493 Hi there, like my colleague has said if you can get in touch with Travelex my colleagues will be more than happy to help you. - Callum || @309493 Hi there. If you don't want to get in touch with Travelex yourself, I can send your issue to them. Can you DM me your full name? TY Alisha. || @309493 Hi there, I'd like to set up for them to call you instead. To do so can you DM me your full name and a contact number. TY - Reece","not_annotated","794767","@Tesco well you have fucked up my holiday. Ordered money bureau is suppose to be open until 8pm got a message at 3pm saying they are closing","pricing_payment","high","yes","yes","The customer purchased foreign currency/money through Tesco and is upset because the bureau is closing earlier than expected, leaving the order unavailable. They also complain that Tesco is not providing adequate customer service. The core issue is the purchased money/order and resolution/refund, with the service handling as secondary.","annotated","","","","","","","",""
"796819","3","1","2","796819","@Tesco Hiya would it be at all possible to find out what stores in Liverpool area stock the new Vegan Slim Fast Vitality powder please? :)","@Tesco Hiya would it be at all possible to find out what stores in Liverpool area stock the new Vegan Slim Fast Vitality powder please? :)","@310015 Hi there, I've checked this out for you and can confirm that our Park Road Extra store are currently ranging this line. 1/2 || @310015 I hope that you manage to get your hands on some soon! :) Regards - Isaac 2/2","not_annotated","796819","@Tesco Hiya would it be at all possible to find out what stores in Liverpool area stock the new Vegan Slim Fast Vitality powder please? :)","product_availability","high","no","no","The customer asks which stores in the Liverpool area stock the new Vegan Slim Fast Vitality powder. Tesco checks local store ranging and identifies Park Road Extra.","annotated","","","","","","","",""
"809035","6","3","3","809033","@Tesco Ah good news. But ordered off someone else now. Since having problems with @127161 I check first before ordering anything now","@Tesco Ah good news. But ordered off someone else now. Since having problems with @127161 I check first before ordering anything now || @Tesco @312780 The people @Tesco use for deliveries are a joke. Pre ordered a game to here on Friday &amp; it's still not here. It's uttter bullshit. || Just went to order off @Tesco . Then found out @127161 deliver. No thank you. Order off someone else. No more bullshit","@312780 Hi Mike, sorry that you have had issues with Yodel in the past but we have made changes to our couriers over the past months. Thanks-Rishma || @312781 I'm sorry that you haven't received your order. Can you please DM me your full name, address and order number? Ty Karen || @312780 Hi Mike, thanks for your tweet. We don't use Yodel for our Tesco Direct deliveries anymore. Best wishes. Mike","not_annotated","809034","@Tesco @312780 The people @Tesco use for deliveries are a joke. Pre ordered a game to here on Friday &amp; it's still not here. It's uttter bullshit.","delivery_order","high","no","no","The customer reports that a pre-ordered game was supposed to arrive on Friday but still had not arrived, and criticizes Tesco's delivery provider. The earlier courier concern is related to the same delivery experience.","annotated","","","","","","","",""
"817162","8","4","4","817162","@Tesco Is there a problem with your groceries app? Keeps saying 'network unavailable' but my Internet working fine etc. Thanks.","@Tesco Is there a problem with your groceries app? Keeps saying 'network unavailable' but my Internet working fine etc. Thanks. || @314621 @Tesco Having the same issue, did you get it fixed Laura? @Tesco is there an issue with your servers as tried several times now. || @Tesco Yes I did || @315777 @Tesco Yes I did manage it in the end Joshua.","@314621 @315777 That's great to hear Laura. If you're having trouble in the future it's worth trying uninstalling the reinstalling the app, :) - James || @314621 Hi Laura, we were having some issues earlier but this has hopefully resolved itself now? 1/2 || @314621 Can you please let me know if you managed to check out? Thanks - Aneurin 2/2 || @315777 @314621 Hi Joshua, I am sorry we are not aware of any issues, have you managed to place the order? TY - Chris","not_annotated","817162","@Tesco Is there a problem with your groceries app? Keeps saying 'network unavailable' but my Internet working fine etc. Thanks.","other_unclear","high","yes","yes","The customer reports that the Tesco groceries app repeatedly shows “network unavailable” despite their internet working. This is a website/app technical issue, which is explicitly outside the eight frozen target intents.","annotated","","","","","","","",""
"817762","4","1","3","817762","@Tesco Your prices have increased dramatically","@Tesco Your prices have increased dramatically","@314778 Hi Kristie, I am really sorry that you feel our products have been getting more expensive. 1/3 || @314778 Where possible we try to negotiate the best prices for our customers. unfortunately this is not always successful 2/3 || @314778 As the prices for raw ingredients go up, we occasionally have to put up the price of our products. Ty - Darren 3/3","not_annotated","817762","@Tesco Your prices have increased dramatically","pricing_payment","high","no","no","The customer complains that Tesco’s prices have increased dramatically. Tesco directly responds by explaining why product prices may increase due to higher raw-ingredient costs.","annotated","","","","","","","",""
"824876","4","1","3","824876","@Tesco Been sat at my kitchen table since 7pm waiting for our delivery booked between 7 and 8. You owe me an evening","@Tesco Been sat at my kitchen table since 7pm waiting for our delivery booked between 7 and 8. You owe me an evening","@316458 Hi Keely, I'm sorry to learn your grocery home delivery order hasn't arrived. 1/3 || @316458 I appreciate how frustrating and inconvenient this is and I'd like to investigate this as soon as possible. 2/3 || @316458 In order for me to do so can you please DM your full name, full address and email address? Thank you - Aneurin 3/3","not_annotated","824876","@Tesco Been sat at my kitchen table since 7pm waiting for our delivery booked between 7 and 8. You owe me an evening","delivery_order","high","no","no","The customer has been waiting since 7pm for a grocery delivery booked for the 7–8pm slot, but it has not arrived. Tesco explicitly recognizes this as a missing grocery home-delivery order.","annotated","","","","","","","",""
"832424","8","4","4","832418","@Tesco Wonderful!!?","@Tesco Wonderful!!? || @Tesco Oops! Didn't mean to put the question mark. I Genuinely am happy that the vegan burgers will be coming back || @140046 please don't tell me you've discontinued the #vegan spicy burgers too now?!? Can't find them in @Tesco || @Tesco None at #rugeley or #hednesford
It'd be greatly appreciated if you could stock them at both. The vegetarian selection is 'meh' at best","@154433 Hi Michael, we're currently having supplier issues, however we will get them back in store as soon as possible - Allyn || @154433 Hi Michael, I am sorry for any disappointment this has caused - Allyn || @154433 No problem Michael :-) I hope that we can get them back quickly for you - Allyn || @154433 Hi Michael. We definitely still have some in our stores. I'm looking into whether we will keep stocking them in the future. Thanks - Cameron","not_annotated","832424","@140046 please don't tell me you've discontinued the #vegan spicy burgers too now?!? Can't find them in @Tesco","product_availability","high","yes","yes","The customer cannot find Tesco’s vegan spicy burgers at the Rugeley or Hednesford stores and asks whether they have been discontinued. They also explicitly ask Tesco to stock them at both stores and criticize the vegetarian selection, which is secondary feedback.","annotated","","","","","","","",""
